author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Pereltsvaig, Asya","Asya Pereltsvaig","Are you curious to know what all human languages have in common and in what ways they differ? Do you want to find out how language can be used to trace different peoples and their past? Then this book is for you! Now in its third edition, it guides beginners through the rich diversity of the world's languages. It presupposes no background in linguistics, and introduces the reader to linguistic concepts with the help of problem sets, end of chapter exercises and an extensive bibliography. Charts of language families provide geographical and genealogical information, and engaging sidebars with demographic, social, historical and geographical facts help to contextualise and bring languages to life. This edition includes a fully updated glossary of all linguistic terms used, new problem sets, and a new chapter on cartography. Supplementary online materials include links to all websites mentioned, and answers to the exercises for instructors.
### Book Description
Requiring no background in linguistics, this book introduces readers to the rich diversity of human languages.
### About the Author
Asya Pereltsvaig is a native speaker of Russian and a fluent speaker of three other languages. For the last fifteen years, she has taught courses in linguistics at Yale, Cornell, Stanford and several other universities around the world. Her academic interests include languages, history, genetics and the relationship between the three.
","/Users/natkite/Calibre Library/Asya Pereltsvaig/Languages of the World (115)/cover.jpg","2024-05-09T08:50:36-05:00","pdf","9781108748124","115","isbn:9781108748124,google:lbH2DwAAQBAJ,amazon:1108748120","eng","Calibre Library","2020-09-02T23:00:00-05:00","Cambridge University Press","5","","1.0","9294084","Language Arts & Disciplines, Linguistics, General, Historical & Comparative","Languages of the World","Languages of the World","fcd1d257-cb53-40a4-9c68-56f981ef7860"
"Prothero, Stephen","Prothero, Stephen","Building religious literacy through the greatest stories ever told
A religion is a system of stories, and there is no better way to engage with the world’s religions than through the stories that animate their beliefs and practices. Through the exploration of these ancient stories and contemporary practices, Stephen Prothero, a *New York Times* –bestselling author and gifted storyteller, helps students better grasp the role of religion in our fractured world and to develop greater religious literacy. Videos and an award-winning adaptive learning tool, InQuizitive, further engage students and help them master core objectives and develop their own religious literacy.
### Book Description
with Ebook, InQuizitive, and Videos
### About the Author
Stephen Prothero is the C. Allyn and Elizabeth V. Russell Professor Religion in America at Boston University. He is the author of *God is Not One* (2010) and the *New York Times* bestseller *Religious Literacy* (2007). His books have been published on five continents and translated into seven languages. Prothero has commented on religion on hundreds of radio programs, and on television on *The Colbert Report* and *The Oprah Winfrey Show* , as well as CNN, MSNBC, FOX, PBS, and all the major networks. A regular contributor to *USA Today* and the *Washington Post* , he has also written for the *New York Times* , the *Wall Street Journal* , *Slate* , *Salon* , *Politico* , the *Los Angeles Times* , and the *Boston Globe*. 
Prothero was the chief academic adviser for the critically acclaimed six-hour WGBH-TV series ""God in America."" He also worked as a Goldman Sachs Senior Fellow at the Smithsonian Institution's National Museum of American History, and as the chief outside writer for CNN's ""Belief Blog."" His work has been supported by the National Endowment for the Humanities, the Arthur Vinings Davis Foundation, and the Foundation for Religious Literacy. He received his BA from Yale in American Studies and his PhD in the study of religion from Harvard.
","/Users/natkite/Calibre Library/Prothero, Stephen/Religion Matters (117)/cover.jpg","2024-05-09T08:50:37-05:00","pdf","9780393422047","117","google:OFryDwAAQBAJ,mobi-asin:B084Q82HYB,amazon:0393422046,isbn:9780393422047","eng","Calibre Library","2020-06-30T23:00:00-05:00","W.W. Norton & Company","4","","1.0","158246880","Religion, General","Religion Matters","Religion Matters","9727923c-2b21-4e71-a74c-737e330e4476"
"Storm, Jason Ananda Josephson & Josephson, Jason Ānanda","Jason Ananda Josephson Storm & Jason Ānanda Josephson","A great many theorists have argued that the defining feature of modernity is that people no longer believe in spirits, myths, or magic. Jason Ā. Josephson-Storm argues that as broad cultural history goes, this narrative is wrong, as attempts to suppress magic have failed more often than they have succeeded. Even the human sciences have been more enchanted than is commonly supposed. But that raises the question: How did a magical, spiritualist, mesmerized Europe ever convince itself that it was disenchanted? Josephson-Storm traces the history of the myth of disenchantment in the births of philosophy, anthropology, sociology, folklore, psychoanalysis, and religious studies. Ironically, the myth of mythless modernity formed at the very time that Britain, France, and Germany were in the midst of occult and spiritualist revivals. Indeed, Josephson-Storm argues, these disciplines’ founding figures were not only aware of, but profoundly enmeshed in, the occult milieu; and it was specifically in response to this burgeoning culture of spirits and magic that they produced notions of a disenchanted world. By providing a novel history of the human sciences and their connection to esotericism, The Myth of Disenchantment dispatches with most widely held accounts of modernity and its break from the premodern past.
","/Users/natkite/Calibre Library/Jason Ananda Josephson Storm/The Myth of Disenchantment_ Magic, Modernity, and the Birth of the Human Sciences (119)/cover.jpg","2024-05-09T08:50:38-05:00","pdf","9780226403366","119","google:j5UtDwAAQBAJ,isbn:9780226403366","eng","Calibre Library","2017-05-15T23:00:00-05:00","University of Chicago Press","","","1.0","2363299","History, General, Body; Mind & Spirit, Magick Studies, Philosophy, History & Surveys, Modern, Religious, Reference, Questions & Answers, Religion, Science, Philosophy & Social Aspects, Social Science, Folklore & Mythology","The Myth of Disenchantment: Magic, Modernity, and the Birth of the Human Sciences","Myth of Disenchantment: Magic, Modernity, and the Birth of the Human Sciences, The","b1e4d2b7-9faf-4b4a-8f78-b4be32f37027"
"Uberoi","Uberoi","Combination of history, biography, critical assessment, study of scholars who have contributed to the evolution of the social sciences in India. 12 essays by leading specialists.
","/Users/natkite/Calibre Library/Uberoi/Anthropology in the East_ Founders of Indian Sociology and Anthropology (120)/cover.jpg","2024-05-09T08:50:38-05:00","pdf","9788178241906","120","amazon:8178241900,isbn:9788178241906","eng","Calibre Library","2007-07-06T23:00:00-05:00","Permanenb Black","5","","1.0","38949076","","Anthropology in the East: Founders of Indian Sociology and Anthropology","Anthropology in the East: Founders of Indian Sociology and Anthropology","5ba75fee-4ec1-47d6-8b10-49eb46536fe1"
"Pereltsvaig, Asya & Lewis, Martin W.","Asya Pereltsvaig & Martin W. Lewis","Over the past decade, a group of prolific and innovative evolutionary biologists has sought to reinvent historical linguistics through the use of phylogenetic and phylogeographical analysis, treating cognates like genes and conceptualizing the spread of languages in terms of the diffusion of viruses. Using these techniques, researchers claim to have located the origin of the Indo-European language family in Neolithic Anatolia, challenging the near-consensus view that it emerged in the grasslands north of the Black Sea thousands of years later. But despite its widespread celebration in the global media, this new approach fails to withstand scrutiny. As languages do not evolve like biological species and do not spread like viruses, the model produces incoherent results, contradicted by the empirical record at every turn. This book asserts that the origin and spread of languages must be examined primarily through the time-tested techniques of linguistic analysis, rather than those of evolutionary biology.
### Review
""This book provides an excellent guide to what can and what can’t be done in historical linguistics and Indo-European studies, and it offers a much-needed counterblast to much recent work in the field.""   
James Clackson, University of Cambridge
### Book Description
This book challenges media-celebrated evolutionary studies linking Indo-European languages to Neolithic Anatolia, instead defending traditional practices in historical linguistics.
### About the Author
Asya Pereltsvaig is a lecturer in the Department of Linguistics at Stanford University, California, where she teaches courses in syntax, general and historical linguistics, and languages of the world. Her main area of specialization is the syntax of Indo-European, Semitic, and Turkic languages. She is the author of Copular Sentences in Russian: A Theory of Intra-Clausal Relations (2007) and Languages of the World: An Introduction (2012). 
Martin W. Lewis is a senior lecturer in the Department of History at Stanford University, California, where he teaches global historical and regional geography, contemporary geopolitics, and the history of Southeast Asia. His recent research focuses on the history of geographical ideas, especially those pertaining to the division of the world. He is the author of Wagering the Land: Ritual, Capital, and Environmental Degradation in the Cordillera of Northern Luzon, 1900–1986 (1992) and of Green Delusions: An Environmentalist Critique of Radical Environmentalism (1992), and co-author of The Myth of Continents: A Critique of Metageography (1997) with Kären Wigen and of Diversity amid Globalization: World Regions, Environment, Development (2012) with Lester Rowntree, Marie Price and William Wyckoff. He is also a co-editor of The Flight from Science and Reason (1997) with Paul R. Gross and Norman Levitt.
","/Users/natkite/Calibre Library/Asya Pereltsvaig/The Indo-European Controversy (121)/cover.jpg","2024-05-09T08:50:39-05:00","pdf","9781107054530","121","google:iFe3BwAAQBAJ,amazon:1107054532,isbn:9781107054530","eng","Calibre Library","2015-04-28T19:00:00-05:00","Cambridge University Press","4","","1.0","5609582","Foreign Language Study, Miscellaneous, History, General, World, Historical Geography, Language Arts & Disciplines, Linguistics, Historical & Comparative, Mathematics, Probability & Statistics, Bayesian Analysis, Science, Life Sciences, Biology, Genetics & Genomics, Philosophy & Social Aspects, Social Science, Archaeology","The Indo-European Controversy","Indo-European Controversy, The","13b7de22-06f3-4926-ba23-a0a5721aa2cf"
"Satyanarayana., Ramnarayan S. Rawat; K.","Ramnarayan S. Rawat; K. Satyanarayana.","The academic field of Dalit studies is relatively new, emerging since the 1990s in South Asia and in diasporic communities. Dalit intellectuals theorize Indian historiography and social sciences through the lenses of humiliation and dignity, pointing to the painful history of Dalit groups (formerly called untouchables) and the contemporary perpetuation of caste inequality. As part of a challenge to high-caste Hindu intelligentsia with privileged upbringings, DALIT STUDIES includes a high proportion of Dalit scholars from non-elite social and institutional backgrounds. Contributors analyze the work of Dalit activists across colonial and postcolonial periods, countering a tradition of viewing them as passive victims and objects of reform.
","/Users/natkite/Calibre Library/Ramnarayan S. Rawat; K. Satyanarayana_/Dalit Studies (123)/cover.jpg","2024-05-09T08:50:39-05:00","pdf","9781478091196","123","isbn:9781478091196,google:gYoUzwEACAAJ","eng","Calibre Library","2016-05-15T15:04:58-05:00","Duke University Press","","","1.0","20769190","","Dalit Studies","Dalit Studies","26798f5d-f98d-4ecf-ad32-68b60120e3c2"
"Meinhardt, Hans","Hans Meinhardt","The pigment patterns on tropical shells are of great beauty and diversity. Their mixture of regularity and irregularity is fascinating. A particular pattern seems to follow particular rules but these rules allow variations. No two shells are identical. The motionless patterns appear to be static, and, indeed, they consist of calci?ed material. However, as will be shown in this book, the underlying mechanism that generates this beauty is eminently dynamic. It has much in common with other dynamic systems that generate patterns, such as a wind-sand system that forms large dunes, or rain and erosion that form complex rami?ed river systems. On other shells the underlying mechanism has much in common with waves such as those commonly observed in the spread of an epidemic. A mollusk can only enlarge its shell at the shell margin. In most cases, only at this margin are new elements of the pigmentation pattern added. Therefore, the shell pattern preserves the record of a process that took place over time in a narrow zone at the growing edge. A certain point on the shell represents a certain moment in its history. Like a time machine one can go into the past or the future just by turning the shell back and forth. Having this complete historical record opens the possibility of decoding the generic principles behind this beauty.
### Review
Review of the 4th edition: It is a strikingly beautiful book, with more than a hundred color illustrations of patterns on mollusk shells, side by side with the computer simulations that reproduce them. This bestiary of pattern formation includes stripes (straight or produced by traveling waves), dots, drops, triangles, and meshwork combined in any imaginable way. It is truly remarkable that this diversity of patterns seems to have arisen in the absence of any selective pressure, as the animals that express them spend their lives buried in mud or sand. Thus, these patterns are in essence a manifestation of Nature at play. Meinhardt has a great knack for explaining pattern-forming mechanisms in a non-technical way. In the first few chapters of his book he introduces us to the basic elements of his model in accessible and vivid terms. He shows how local non-linear self-activation combined with a rapidly diffusible repressor (or limiting substrate) leads to the formation of dots and stripes from homogeneous initial conditions, a phenomenon first described by Turing in 1952 as diffusion-driven instability. He then goes on to explain how oscillating patterns and traveling waves can be produced by the same basic model with different decay and diffusion rates. Here, the author and the book are at their best. Johannes Jaeger in: Bioessays 32: 638–640, 2010 WILEY Periodicals, Inc., DOI 10.1002/bies.201000031 From the reviews of the third edition:
This is a serious volume on the mathematical modeling of sea shell patterns. … This volume takes a rigorous approach, progressing systematically … . It would make a great text for either a course at the upper undergraduate or graduate level in mathematics or biology designed around it. It would also be a good supplemental text for a course in dynamical systems, differential equations … . It has left me with a new appreciation, wonder and curiosity about the myriad patterns on shells … ."" (Amy Shell-Gellasch,MAA online, January, 2005)
### From the Back Cover
The patterns on the shells of tropical sea snails are not only compellingly beautiful but also tell a tale of biological development. The decorative patterns are records of their own genesis, which follows laws like those of dune formation or the spread of a flu epidemic. Hans Meinhardt has analyzed the dynamical processes that form these patterns and retraced them faithfully in computer simulations. His book is exciting not only for the astonishing scientific knowledge it reveals but also for its fascinating pictures.
","/Users/natkite/Calibre Library/Hans Meinhardt/The Algorithmic Beauty of Sea Shells (125)/cover.jpg","2024-05-18T14:57:13-05:00","pdf","9783540921417","125","google:X7Ju8FXQKEEC,isbn:9783540921417,amazon:3540921419","eng","Calibre Library","2009-08-01T23:00:00-05:00","Springer","5","","1.0","11860729","Science, Life Sciences, Zoology, General, Evolution, Art, Criticism & Theory, Computers, Software Development & Engineering, Computer Graphics, Techniques, Biology, genart, algorithmic art, modelling","The Algorithmic Beauty of Sea Shells","Algorithmic Beauty of Sea Shells, The","e810df01-a555-4d1c-9dc1-3b59ea6d4ec2"
"Prusinkiewicz, Przemyslaw & Lindenmayer, Aristid","Przemyslaw Prusinkiewicz & Aristid Lindenmayer","The beauty of plants has attracted the attention of mathematicians for Mathematics centuries. Conspicuous geometric features such as the bilateral sym and beauty metry of leaves, the rotational symmetry of flowers, and the helical arrangements of scales in pine cones have been studied most exten sively. This focus is reflected in a quotation from Weyl [159, page 3], ""Beauty is bound up with symmetry. "" This book explores two other factors that organize plant structures and therefore contribute to their beauty. The first is the elegance and relative simplicity of developmental algorithms, that is, the rules which describe plant development in time. The second is self-similarity, char acterized by Mandelbrot [95, page 34] as follows: When each piece of a shape is geometrically similar to the whole, both the shape and the cascade that generate it are called self-similar. This corresponds with the biological phenomenon described by Herman, Lindenmayer and Rozenberg [61]: In many growth processes of living organisms, especially of plants, regularly repeated appearances of certain multicel lular structures are readily noticeable. . . . In the case of a compound leaf, for instance, some of the lobes (or leaflets), which are parts of a leaf at an advanced stage, have the same shape as the whole leaf has at an earlier stage. Thus, self-similarity in plants is a result of developmental processes. Growth and By emphasizing the relationship between growth and form, this book form follows a long tradition in biology.
","/Users/natkite/Calibre Library/Przemyslaw Prusinkiewicz/The Algorithmic Beauty of Plants (126)/cover.jpg","2024-05-18T14:57:13-05:00","pdf","9781461384762","126","isbn:9781461384762,google:4F7lBwAAQBAJ","eng","Calibre Library","2012-12-05T23:00:00-05:00","Springer Science & Business Media","","","1.0","16796509","Computers, Computer Science, Mathematics, General, Science, Life Sciences, Botany, genart, algorithmic art, modelling","The Algorithmic Beauty of Plants","Algorithmic Beauty of Plants, The","a510b1f3-1655-4ed3-9a8d-fb4fdf3baa86"
"Flake, Gary William","Gary William Flake","Gary William Flake develops in depth the simple idea that recurrent rules can produce rich and complicated behaviors. 
In this book Gary William Flake develops in depth the simple idea that recurrent rules can produce rich and complicated behaviors. Distinguishing ""agents"" (e.g., molecules, cells, animals, and species) from their interactions (e.g., chemical reactions, immune system responses, sexual reproduction, and evolution), Flake argues that it is the computational properties of interactions that account for much of what we think of as ""beautiful"" and ""interesting. 
"" From this basic thesis, Flake explores what he considers to be today's four most interesting computational topics: fractals, chaos, complex systems, and adaptation. 
Each of the book's parts can be read independently, enabling even the casual reader to understand and work with the basic equations and programs. Yet the parts are bound together by the theme of the computer as a laboratory and a metaphor for understanding the universe. The inspired reader will experiment further with the ideas presented to create fractal landscapes, chaotic systems, artificial life forms, genetic algorithms, and artificial neural networks.
","/Users/natkite/Calibre Library/Gary William Flake/The Computational Beauty of Nature_ Computer Explorations of Fractals, Chaos, Complex Systems, (127)/cover.jpg","2024-05-18T14:59:31-05:00","pdf","9780262561273","127","isbn:9780262561273,google:QL74DwAAQBAJ","eng","Calibre Library","2000-01-26T23:00:00-05:00","MIT Press","","","1.0","36312099","Computers, Computer Science, genart, algorithmic art, modelling","The Computational Beauty of Nature: Computer Explorations of Fractals, Chaos, Complex Systems, and Adaptation","Computational Beauty of Nature: Computer Explorations of Fractals, Chaos, Complex Systems, and Adaptation, The","a26eaad9-ac56-4d45-a5bf-36b7d45065e6"
"calibre","calibre","","","2024-05-20T12:58:04-05:00","csv","","129","","","Calibre Library","2024-05-20T12:58:04-05:00","","","","1.0","180929","Catalog","My books","My books","c03f7382-7c96-4ef9-bdb2-58ab90bb3415"
"Khan, Salman","Salman Khan","**“A timely masterclass for anyone interested in the future of learning in the AI era.”  
—Bill Gates 
“This book is required reading for everyone who cares about education.”  
—Adam Grant, #1 **New York Times** bestselling author of **Hidden Potential** and **Think Again** , and host of the podcast** Re:Thinking ** 
“Read this book. It’s the most fascinating and important account of how AI will transform the way we learn.”  
—Walter Isaacson, #1 **New York Times** bestselling author 
From the founder of Khan Academy, the first book on the AI revolution in education, its implications for parenting, and how we can best harness its power for good.** 
Whether we like it or not, the AI revolution is coming to education. In *Brave New Words* , Salman Khan, the visionary behind Khan Academy, explores how artificial intelligence and GPT technology will transform learning, and offers a road map for teachers, parents, and students to navigate this exciting (and sometimes intimidating) new world. 
A pioneer in the field of education technology, Khan examines the ins and outs of these cutting-edge tools and how they will revolutionize the way we learn and teach. For parents concerned about their children’s success, Khan illustrates how AI can personalize learning by adapting to each student’s individual pace and style, identifying strengths and areas for improvement, and offering tailored support and feedback to complement traditional classroom instruction. Khan emphasizes that embracing AI in education is not about replacing human interaction but enhancing it with customized and accessible learning tools that encourage creative problem-solving skills and prepare students for an increasingly digital world. 
But *Brave New Words* is not just about technology—it’s about what this technology means for our society, and the practical implications for administrators, guidance counselors, and hiring managers who can harness the power of AI in education and the workplace. Khan also delves into the ethical and social implications of AI and large language models, offering thoughtful insights into how we can use these tools to build a more accessible education system for students around the world.
### Review
“Salman Khan has long been on the cutting edge of education, and in *Brave New Words* , he shows us what’s next. The book is a timely masterclass for anyone interested in the future of learning in the AI era. No one has thought more about these issues **—** or has more interesting things to say about them **—** than Sal.”  
 **—Bill Gates**
“Read this book. It’s the most fascinating and important account of how AI will transform the way we learn. Salman Khan is leading the way into an era in which every student—and everyone else—will have a personal tutor that will do for us what Aristotle did for Alexander the Great.”  
 **—Walter Isaacson, #1** New York Times **bestselling author 
** “A gripping guide to the future of learning. Instead of living in fear of AI, Salman Khan lays out a clear-eyed, compelling vision to empower teachers, enliven classrooms, and unlock potential in students. This book is required reading for everyone who cares about education.”  
 **—Adam Grant, #1** New York Times **bestselling author of** Hidden Potential **and** Think Again **, and host of the podcast Re:Thinking**
“ *Brave New Words* lays out a stunning vision for how artificial intelligence can transform education—not in twenty years, but today. I got goose bumps reading this book. Salman Khan understands the interface of technology and education better than anyone I’ve ever known.”  
 **—Steven D. Levitt, #1** New York Times **bestselling coauthor of** Freakonomics: A Rogue Economist Explores the Hidden Side of Everything 
“It’s often said that we yearn for change yet cling to the familiar. Nowhere has this been more true nor more tragic than in the field of education. Now is the time to embrace change, and to do so bravely, as Salman Khan argues in this timely treatise on AI. Leaps forward in generative AI can and should change the way all of us learn. And I can think of no better guide to show us the way than Salman Khan.”  
 *—* **Angela Duckworth, #1** New York Times **bestselling author of** Grit: The Power and Passion of Perseverance **  
**  
“Salman Khan provides an invaluable guide for those seeking to understand and shape AI for good. This is a book about AI, education, and work, but the ideas are transferable to every domain.”  
 *—* **Sam Altman, CEO of OpenAI**
“Salman Khan once thought he’d become an AI researcher. Instead, he became one of the most important educators of our time. Here, with incredible intelligence and perception, he shows how learners everywhere can harness AI and other technologies for their own productivity and entrepreneurship. There are no braver words than these.”  
 **—Satya Nadella, executive chairman and CEO of Microsoft**
“There’s no doubt in my mind that Salman Khan is the leading thinker about education in the age of AI. In *Brave New Words* , he offers deep insights into how AI can be a catalyst for creativity and a tool for unleashing student potential. This book is an invaluable resource for anyone interested in the future of learning and technology.”  
 **—Francis Ford Coppola, Academy Award–winning filmmaker**
“Salman Khan’s *Brave New Words* is a must-read exploration of how AI will transform education and how it can be harnessed as a force for good. The book is a timely, thought-provoking, and ultimately hopeful examination of how this powerful new technology can equalize access to learning and develop personalized instruction. We are lucky to have Khan as our guide into the exciting future of education.”  
 **—Laurene Powell Jobs, founder and president of Emerson Collective**
“In *Brave New Words* , Salman Khan challenges us to reimagine the future of education in an AI-driven era. His book is not only insightful but also inspiring, demonstrating the enormous potential of technology to empower both learners and educators. Khan’s expertise and passion make this a compelling read for anyone invested in the future of education.”  
 **—Arne Duncan, former United States Secretary of Education**
“Education is the route to professional and personal fulfilment, a liberation of the mind from ignorance and a pathway to achievement. AI has today opened this possibility in new and profound ways. And rather than fear this change, by embracing it everyone can have a world-class tutor providing learning built around the needs of every individual. This requires a bold leap of imagination in what is possible in education. But as Salman Khan brilliantly lays out, this is a necessary and healthy change to a status quo that is too stuck in the past. It is a leap we must take.”  
 **—Tony Blair, former prime minister of the United Kingdom**
“Salman Khan’s *Brave New Words* is a gift to educators worldwide. This is a chance to learn from one of the world’s most visionary educators and technology entrepreneurs about how AI enables us to drive educational equity and transformation.”  
 **—Wendy Kopp, CEO and cofounder of Teach for All**
“Khan provides a wealth of advice on connecting AI to education, and he writes with clarity, expertise, and optimism.”  
 **—** Kirkus Reviews
### About the Author
Salman Khan is the founder and CEO of Khan Academy, a nonprofit with the mission of providing a free, world-class education for anyone, anywhere. His lessons on YouTube have revolutionized learning, garnering billions of views globally. Recognized as one of *Time* ’s 100 Most Influential People inthe World, Khan is also the founder of schoolhouse.world, Khan Lab School, and Khan World School, and the author of *The One World Schoolhouse*.
","/Users/natkite/Calibre Library/Salman Khan/Brave New Words_ How AI Will Revolutionize Education (130)/cover.jpg","2024-05-22T13:11:23-05:00","epub","9780593656952","130","google:QMLQEAAAQBAJ,isbn:9780593656952,amazon:0593656954","eng","Calibre Library","2024-05-13T23:00:00-05:00","Viking","4","","1.0","1969851","Education, Educational Policy & Reform, General, Computers, Artificial Intelligence, Inclusive Education","Brave New Words: How AI Will Revolutionize Education","Brave New Words: How AI Will Revolutionize Education","39f3ea49-bf4f-407a-bf28-fd6f543c5443"
"Arendt, Hannah","Hannah Arendt","In the first volume of her landmark philosophical work, The Origins of Totalitarianism, the political theorist traces the rise of antisemitism in Europe. Since it was first published in 1951, The Origins of Totalitarianism has been recognized as the definitive philosophical account of the totalitarian mindset. A probing analysis of Nazism, Stalinism, and the “banality of evil”, it remains one of the most referenced works in studies and discussions of totalitarian movements around the world. 
In this first volume, Antisemitism, Dr. Hannah Arendt traces the rise of antisemitism to Central and Western European Jewish history during the 19th century. With the appearance of the first political activity by antisemitic parties in the 1870s and 1880s, Arendt states, the machinery that led to the horrors of the Holocaust was set in motion. The Dreyfus Affair, in Arendt’s view, was “a kind of dress rehearsal”—the first modern use of antisemitism as an instrument of public policy and of hysteria as a political weapon. 
“The most original and profound—therefore the most valuable—political theorist of our times.”—Dwight MacDonald, The New Leader
","/Users/natkite/Calibre Library/Hannah Arendt/Antisemitism_ Part One of the Origins of Totalitarianism (131)/cover.jpg","2024-05-30T11:11:10-05:00","pdf","9780544107977","131","isbn:9780544107977,google:ULPqDwAAQBAJ","eng","Calibre Library","2012-09-20T23:00:00-05:00","Houghton Mifflin Harcourt","","","1.0","28463196","Political Science, History & Theory, Philosophy, Political, World, European","Antisemitism: Part One of the Origins of Totalitarianism","Antisemitism: Part One of the Origins of Totalitarianism","95523105-cd51-4033-a9ad-fae24dace331"
"Hunt, Andrew & Thomas, David","Andrew Hunt & David Thomas","What others in the trenches say about The Pragmatic Programmer... “The cool thing about this book is that it’s great for keeping the programming process fresh. The book helps you to continue to grow and clearly comes from people who have been there.” — Kent Beck, author of Extreme Programming Explained: Embrace Change “I found this book to be a great mix of solid advice and wonderful analogies!” — Martin Fowler, author of Refactoring and UML Distilled “I would buy a copy, read it twice, then tell all my colleagues to run out and grab a copy. This is a book I would never loan because I would worry about it being lost.” — Kevin Ruland, Management Science, MSG-Logistics “The wisdom and practical experience of the authors is obvious. The topics presented are relevant and useful.... By far its greatest strength for me has been the outstanding analogies—tracer bullets, broken windows, and the fabulous helicopter-based explanation of the need for orthogonality, especially in a crisis situation. I have little doubt that this book will eventually become an excellent source of useful information for journeymen programmers and expert mentors alike.” — John Lakos, author of Large-Scale C++ Software Design “This is the sort of book I will buy a dozen copies of when it comes out so I can give it to my clients.” — Eric Vought, Software Engineer “Most modern books on software development fail to cover the basics of what makes a great software developer, instead spending their time on syntax or technology where in reality the greatest leverage possible for any software team is in having talented developers who really know their craft well. An excellent book.” — Pete McBreen, Independent Consultant “Since reading this book, I have implemented many of the practical suggestions and tips it contains. Across the board, they have saved my company time and money while helping me get my job done quicker! This should be a desktop reference for everyone who works with code for a living.” — Jared Richardson, Senior Software Developer, iRenaissance, Inc. “I would like to see this issued to every new employee at my company....” — Chris Cleeland, Senior Software Engineer, Object Computing, Inc. “If I’m putting together a project, it’s the authors of this book that I want. . . . And failing that I’d settle for people who’ve read their book.” — Ward Cunningham Straight from the programming trenches, The Pragmatic Programmer cuts through the increasing specialization and technicalities of modern software development to examine the core process--taking a requirement and producing working, maintainable code that delights its users. It covers topics ranging from personal responsibility and career development to architectural techniques for keeping your code flexible and easy to adapt and reuse. Read this book, and you'll learn how to Fight software rot; Avoid the trap of duplicating knowledge; Write flexible, dynamic, and adaptable code; Avoid programming by coincidence; Bullet-proof your code with contracts, assertions, and exceptions; Capture real requirements; Test ruthlessly and effectively; Delight your users; Build teams of pragmatic programmers; and Make your developments more precise with automation. Written as a series of self-contained sections and filled with entertaining anecdotes, thoughtful examples, and interesting analogies, The Pragmatic Programmer illustrates the best practices and major pitfalls of many different aspects of software development. Whether you're a new coder, an experienced programmer, or a manager responsible for software projects, use these lessons daily, and you'll quickly see improvements in personal productivity, accuracy, and job satisfaction. You'll learn skills and develop habits and attitudes that form the foundation for long-term success in your career. You'll become a Pragmatic Programmer.
","/Users/natkite/Calibre Library/Andrew Hunt/The Pragmatic Programmer_ From Journeyman to Master (132)/cover.jpg","2024-05-30T18:36:46-05:00","pdf","9780132119177","132","google:5wBQEp6ruIAC,isbn:9780132119177","eng","Calibre Library","1999-10-19T23:00:00-05:00","Addison-Wesley Professional","","","1.0","1425695","Computers, Programming, General","The Pragmatic Programmer: From Journeyman to Master","Pragmatic Programmer: From Journeyman to Master, The","daba7e8b-1bb2-45ab-9b1c-68add3a3888a"
"Mandelbrot, Benoit B.","Benoit B. Mandelbrot","","/Users/natkite/Calibre Library/Benoit B. Mandelbrot/The Fractal Geometry of Nature (133)/cover.jpg","2024-05-30T19:53:45-05:00","epub","","133","mobi-asin:B003WUYP6K","eng","Calibre Library","2010-07-15T16:00:00-05:00","Apress - A","","","1.0","6199636","","The Fractal Geometry of Nature","Fractal Geometry of Nature, The","e4d12187-cf66-415e-bffd-1b4b70b3317d"
"Unknown","NCERT","","/Users/natkite/Calibre Library/NCERT/INDIA unity in cultural  diversity (134)/cover.jpg","2024-06-05T17:25:01-05:00","pdf","","134","","","Calibre Library","0100-12-31T19:00:00-05:00","","","","1.0","43960234","","INDIA unity in cultural  diversity","book unity in diversity","3c329b65-5c31-402b-af1a-f5a343287944"
"Burnell, Arthur Coke","Arthur Coke Burnell","This book was originally published prior to 1923, and represents a reproduction of an important historical work, maintaining the same format as the original work. While some publishers have opted to apply OCR (optical character recognition) technology to the process, we believe this leads to sub-optimal results (frequent typographical errors, strange characters and confusing formatting) and does not adequately preserve the historical character of the original artifact. We believe this work is culturally important in its original archival form. While we strive to adequately clean and digitally enhance the original work, there are occasionally instances where imperfections such as blurred or missing pages, poor pictures or errant marks may have been introduced due to either the quality of the original work or the scanning process itself. Despite these occasional imperfections, we have brought it back into print as part of our ongoing global book preservation commitment, providing customers with access to the best possible historical reprints. We appreciate your understanding of these occasional imperfections, and sincerely hope you enjoy seeing the book in a format as close as possible to that intended by the original publisher.
","/Users/natkite/Calibre Library/Arthur Coke Burnell/Elements of South-Indian Palaeography From the Fourth to the Seventeenth Century A.D. Being an (135)/cover.jpg","2024-06-24T13:15:42-05:00","pdf","9781357522292","135","isbn:9781357522292,google:juWHDQEACAAJ,amazon:B00A2VRW6M","eng","Calibre Library","2012-08-29T19:00:00-05:00","Ulan Press","","","1.0","7934404","Foreign Language Study, General, Literary Collections","Elements of South-Indian Palaeography From the Fourth to the Seventeenth Century A.D. Being an Introduction to the Study of South-Indian Inscriptions and Mss","Elements of South-Indian Palaeography From the Fourth to the Seventeenth Century A.D. Being an Introduction to the Study of South-Indian Inscriptions and Mss","03958d2f-7c3e-4e9e-95b4-3ffa730d6f0d"
